participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
P08,39,114,39,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
P08,33,90,33,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?",Can reified entities be used to quantify preferences in the red bus-blue bus problem?
P08,23,66,23,What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P08,30,42,42,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?",What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
P08,110,100,110,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
P08,109,34,34,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?,Does CJ tend to inflate measures of consensus compared to absolute scale methods?
P08,101,92,101,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?",How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
P08,20,85,85,How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?"
P08,87,26,87,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P08,48,52,48,What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P08,90,79,79,Can reified entities be used to quantify preferences in the red bus-blue bus problem?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
P08,81,26,81,To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P08,13,64,64,"Does judge expertise significantly affect consistency, scale location, and feature sensitivity?",How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
P08,3,19,3,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?,What is the best way to allocate comparison pairs based on prior knowledge?
P08,96,60,60,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?","Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?"
P08,76,40,40,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?",What makes a 'good' prompt for CJ sessions?
P08,80,109,80,What are the most effective ways to maximise the educational value of the judging process within CJ?,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
P08,91,83,91,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?,How does the effectiveness of using CJ for assessment and learning vary by age?
P08,8,79,8,How can two objects be determined to have significantly different parameter estimates?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
P08,101,23,23,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?",What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?
P08,38,33,33,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?","Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?"
P08,87,5,5,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?
P08,17,112,17,Should judge diversity be accounted for when designing CJ studies?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P08,112,41,41,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?",Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
P08,49,11,11,What are best algorithms for scoring CJs in operational settings?,What is the most principled way to link or equate scales across separate comparative judgement exercises?
P08,45,74,45,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P08,73,29,73,"Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?",What systematic biases related to cultural norms can be detected CJ outcomes?
P08,91,94,94,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
P08,37,20,20,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
P08,20,112,20,How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P08,40,63,40,What makes a 'good' prompt for CJ sessions?,How can we identify latent groups or clusters of items through comparative judgement data?
P08,109,76,76,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
P08,86,14,14,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",Can we identify clusters of judges who appear to agree with each other more so than other judges?
P08,86,25,25,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
P08,107,55,55,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
P08,90,22,22,Can reified entities be used to quantify preferences in the red bus-blue bus problem?,"Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?"
P08,85,11,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",What is the most principled way to link or equate scales across separate comparative judgement exercises?
P08,110,95,95,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
P08,40,82,40,What makes a 'good' prompt for CJ sessions?,What is the optimal way to do pair selection for CJ?
P08,52,23,23,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?,What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?
P08,65,55,65,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)","What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
P08,82,51,82,What is the optimal way to do pair selection for CJ?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P08,30,113,30,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
P09,63,54,54,How can we identify latent groups or clusters of items through comparative judgement data?,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?"
P09,14,81,14,Can we identify clusters of judges who appear to agree with each other more so than other judges?,To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?
P09,79,111,79,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P09,33,113,113,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
P09,86,5,86,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?
P07,94,5,5,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?",What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?
P09,95,100,100,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
P07,65,25,25,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)",How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
P09,97,47,47,What role should cognitive models play in the analysis of comparative judgment data?,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
P07,105,82,105,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?,What is the optimal way to do pair selection for CJ?
P09,47,80,80,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?",What are the most effective ways to maximise the educational value of the judging process within CJ?
P07,59,46,46,What impact does the length of stimuli have on judgements?,How do we get comparative judgement to be more accepted in a variety of disciplines?
P09,27,114,114,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
P07,50,4,50,How to model socially desirable responding and faking in CJs statistically?,For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?
P09,16,22,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?"
P09,22,86,86,"Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P09,5,53,5,What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P09,6,107,107,"How should we evaluate goodness-of-fit for comparative judgement models, and what diagnostics are most informative for people using them?",Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
P07,32,78,32,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
P09,52,70,70,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?,How can we relate Bradley-Terry scores to external data using a joint modelling approach?
P09,57,30,30,Could CJ be used as a professional development tool?,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
P07,71,51,71,How can we assess the quality of a fitted model in a principled Bayesian framework?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P09,103,75,75,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
P07,35,111,35,"Do judges learn anything while making CJ? If so, what and how?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P09,68,88,88,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
P09,51,59,51,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?",What impact does the length of stimuli have on judgements?
P09,52,62,62,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?,How can covariates be incorporated into comparative judgement models?
P07,54,42,54,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?",What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
P07,85,106,106,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",Can some of Thurstone's Law (case V) assumptions be empirically tested?
P09,93,98,98,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
P09,37,84,84,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",How can CJ generate meaningful actionable individual feedback for students?
P09,88,57,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Could CJ be used as a professional development tool?
P09,92,53,92,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P07,95,93,95,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P07,84,97,84,How can CJ generate meaningful actionable individual feedback for students?,What role should cognitive models play in the analysis of comparative judgment data?
P07,4,114,114,For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
P07,3,50,3,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?,How to model socially desirable responding and faking in CJs statistically?
P07,45,6,45,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?","How should we evaluate goodness-of-fit for comparative judgement models, and what diagnostics are most informative for people using them?"
P07,47,11,11,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?",What is the most principled way to link or equate scales across separate comparative judgement exercises?
P07,31,104,31,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
P07,36,68,68,Is the first half of a judge's comparisons similar to their second half?,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
P07,90,38,90,Can reified entities be used to quantify preferences in the red bus-blue bus problem?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P07,105,52,52,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P07,22,98,98,"Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
P07,63,29,63,How can we identify latent groups or clusters of items through comparative judgement data?,What systematic biases related to cultural norms can be detected CJ outcomes?
P07,68,48,48,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?,What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
P07,80,39,80,What are the most effective ways to maximise the educational value of the judging process within CJ?,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?
P07,67,58,67,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",What cognitive strategies do judges use when making pairwise comparisons?
P07,84,19,84,How can CJ generate meaningful actionable individual feedback for students?,What is the best way to allocate comparison pairs based on prior knowledge?
P07,59,110,110,What impact does the length of stimuli have on judgements?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
P07,35,68,35,"Do judges learn anything while making CJ? If so, what and how?",SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
P07,43,113,43,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
P07,111,101,101,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models.","What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P07,47,3,3,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?",How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P07,76,49,76,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?",What are best algorithms for scoring CJs in operational settings?
P07,65,22,65,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)","Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?"
P07,31,59,59,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?,What impact does the length of stimuli have on judgements?
P07,13,29,13,"Does judge expertise significantly affect consistency, scale location, and feature sensitivity?",What systematic biases related to cultural norms can be detected CJ outcomes?
P07,37,3,3,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P07,1,63,63,How can we identify and distinguish between reliable and unreliable judges?,How can we identify latent groups or clusters of items through comparative judgement data?
P07,34,55,55,Does CJ tend to inflate measures of consensus compared to absolute scale methods?,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
P07,56,14,56,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?",Can we identify clusters of judges who appear to agree with each other more so than other judges?
P07,53,72,53,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?",How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
P07,71,21,21,How can we assess the quality of a fitted model in a principled Bayesian framework?,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P07,15,93,15,How can we measure and account for heterogeneity among judges in comparative judgement?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P07,71,76,76,How can we assess the quality of a fitted model in a principled Bayesian framework?,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
P07,82,21,21,What is the optimal way to do pair selection for CJ?,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P07,49,36,49,What are best algorithms for scoring CJs in operational settings?,Is the first half of a judge's comparisons similar to their second half?
P07,94,48,94,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?",What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
P07,21,68,21,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?",SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
P07,14,58,58,Can we identify clusters of judges who appear to agree with each other more so than other judges?,What cognitive strategies do judges use when making pairwise comparisons?
P07,64,74,64,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P07,114,32,32,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?
P07,69,90,90,"Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?",Can reified entities be used to quantify preferences in the red bus-blue bus problem?
P07,18,61,18,"When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?",How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
P07,67,9,67,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",How can relative ability scores from comparative judgement be linked to absolute measures or external standards?
P07,44,108,44,How can we model changes in CJ scores over time?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
P07,80,16,16,What are the most effective ways to maximise the educational value of the judging process within CJ?,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?"
P07,73,112,73,"Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?","How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P07,27,34,34,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Does CJ tend to inflate measures of consensus compared to absolute scale methods?
P10,111,61,61,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models.",How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
P10,88,18,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,"When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?"
P10,18,38,38,"When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?","How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P10,46,80,46,How do we get comparative judgement to be more accepted in a variety of disciplines?,What are the most effective ways to maximise the educational value of the judging process within CJ?
P10,44,111,44,How can we model changes in CJ scores over time?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P10,59,31,31,What impact does the length of stimuli have on judgements?,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
P10,4,21,21,For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P10,52,90,52,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?,Can reified entities be used to quantify preferences in the red bus-blue bus problem?
P10,62,5,62,How can covariates be incorporated into comparative judgement models?,What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?
P10,112,80,112,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?",What are the most effective ways to maximise the educational value of the judging process within CJ?
P10,39,67,67,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?"
P10,89,26,89,In what ways can we quantify departures from Plackett-Luce likelihood functions?,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P10,4,68,68,For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
P10,54,8,8,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?",How can two objects be determined to have significantly different parameter estimates?
P10,76,52,52,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?",What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P10,62,61,61,How can covariates be incorporated into comparative judgement models?,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
